SYSTOLIC_PRESSURE,DIASTOLIC_PRESSURE,HEART_RATE,PULSE_RATE,BLOOD_VISCOSITY,EMOTION
120,81,57,57,0.330984,HAPPY
126,79,61,61,0.331052,DEPRESSED
120,79,68,68,0.335514,HAPPY
130,80,78,78,0.407693,STRESSED
121,78,71,71,0.32852196,HAPPY
117,81,58,58,0.339364424,HAPPY
137,80,87,87,0.407707541,STRESSED
123,80,63,63,0.319853,DEPRESSED
130,84,87,87,0.395913,STRESSED
136,82,78,78,0.415629,STRESSED
140,80,84,84,0.415868,STRESSED
166,94,112,112,0.397866,ANGRY
176,90,90,90,0.393536,ANGRY
135,88,84,84,0.412363,STRESSED
128,77,60,60,0.332502,DEPRESSED
123,81,65,65,0.336841,DEPRESSED
161,89,97,97,0.35035,ANGRY
129,79,64,64,0.335911,DEPRESSED
156,87,101,101,0.387617,ANGRY
126,79,68,68,0.312252,DEPRESSED
118,78,66,66,0.326988497,HAPPY
118,81,58,58,0.335399,HAPPY
120,80,65,65,0.327119847,HAPPY
118,78,73,73,0.321647909,HAPPY
117,81,58,58,0.329077,HAPPY
130,89,79,79,0.3933,STRESSED
122,81,65,65,0.333733,DEPRESSED
140,97,86,86,0.38377,ANGRY
127,78,61,61,0.370322,SAD
127,79,66,66,0.324611,DEPRESSED
115,78,74,74,0.321518,HAPPY
120,79,62,62,0.33057416,HAPPY
126,81,70,70,0.387699,SAD
140,82,86,86,0.395843,STRESSED
128,79,66,66,0.346066,DEPRESSED
136,88,81,81,0.407031,STRESSED
138,81,82,82,0.406461,STRESSED
117,78,59,59,0.339429,HAPPY
120,80,73,73,0.336717,HAPPY
115,79,59,59,0.323465,HAPPY
141,86,104,104,0.395518,ANGRY
123,80,64,64,0.339163,DEPRESSED
117,81,67,67,0.324796915,HAPPY
140,86,87,87,0.402228904,STRESSED
117,80,68,68,0.328731,HAPPY
119,78,67,67,0.327095,HAPPY
117,81,63,63,0.336910031,HAPPY
170,85,84,84,0.393426,ANGRY
121,78,61,61,0.308595,DEPRESSED
118,80,64,64,0.320387,HAPPY
162,95,99,99,0.365167,ANGRY
134,87,82,82,0.414254,STRESSED
162,92,89,89,0.386156,ANGRY
115,79,64,64,0.329861,HAPPY
135,83,86,86,0.408000877,STRESSED
132,80,78,78,0.399233,STRESSED
179,90,97,97,0.397316,ANGRY
115,80,64,64,0.332756,HAPPY
123,81,61,61,0.306706,DEPRESSED
117,81,61,61,0.33464,HAPPY
119,81,65,65,0.329388396,HAPPY
179,91,111,111,0.392498,ANGRY
147,95,112,112,0.388969,ANGRY
124,77,69,69,0.389389,SAD
118,81,58,58,0.330207,HAPPY
134,88,84,84,0.397208,STRESSED
144,89,114,114,0.379102,ANGRY
171,100,94,94,0.393818,ANGRY
168,91,85,85,0.372267,ANGRY
132,88,81,81,0.396295398,STRESSED
121,81,68,68,0.325873,HAPPY
124,82,63,63,0.303328,DEPRESSED
125,80,62,62,0.387189,SAD
115,80,73,73,0.328431,HAPPY
115,81,70,70,0.322697,HAPPY
134,86,79,79,0.391239999,STRESSED
135,85,87,87,0.408442,STRESSED
132,89,78,78,0.393439824,STRESSED
138,87,82,82,0.404362196,STRESSED
130,88,81,81,0.40755821,STRESSED
119,80,65,65,0.337966,HAPPY
122,80,63,63,0.325875,DEPRESSED
123,77,68,68,0.349541,DEPRESSED
134,84,83,83,0.405408872,STRESSED
127,79,67,67,0.332868,DEPRESSED
124,77,71,71,0.396197,SAD
121,79,60,60,0.333181,HAPPY
122,80,62,62,0.393953,SAD
138,80,82,82,0.395818,STRESSED
165,89,88,88,0.350501,ANGRY
120,78,65,65,0.338806935,HAPPY
176,85,89,89,0.353396,ANGRY
131,81,84,84,0.408351,STRESSED
126,80,67,67,0.302638,DEPRESSED
124,80,66,66,0.346533,DEPRESSED
120,81,66,66,0.329385,DEPRESSED
174,92,88,88,0.356593,ANGRY
123,80,60,60,0.34309,DEPRESSED
120,79,71,71,0.320596812,HAPPY
146,95,99,99,0.368998,ANGRY
116,78,60,60,0.328435982,HAPPY
170,85,114,114,0.383781,ANGRY
121,78,65,65,0.322419,DEPRESSED
130,82,86,86,0.396588,STRESSED
172,91,96,96,0.357024,ANGRY
151,100,109,109,0.371229,ANGRY
120,79,58,58,0.335305,HAPPY
119,80,69,69,0.323917,HAPPY
165,90,90,90,0.380308,ANGRY
117,80,62,62,0.335738119,HAPPY
132,86,87,87,0.413275,STRESSED
140,100,108,108,0.379559,ANGRY
121,78,65,65,0.337451,HAPPY
122,81,67,67,0.315794,DEPRESSED
127,77,62,62,0.319311,DEPRESSED
121,80,62,62,0.320128,HAPPY
119,81,67,67,0.330033,HAPPY
128,79,64,64,0.316516,DEPRESSED
132,82,87,87,0.419727222,STRESSED
115,78,62,62,0.320903501,HAPPY
124,80,68,68,0.310201,DEPRESSED
133,80,87,87,0.416559136,STRESSED
147,86,107,107,0.357011,ANGRY
121,80,64,64,0.304921,DEPRESSED
160,99,92,92,0.3809,ANGRY
119,81,57,57,0.338438,HAPPY
131,80,83,83,0.39989291,STRESSED
117,78,67,67,0.327572,HAPPY
121,82,66,66,0.321671,DEPRESSED
117,80,61,61,0.332743359,HAPPY
136,83,80,80,0.401872,STRESSED
137,85,79,79,0.408379,STRESSED
127,80,63,63,0.386015,SAD
120,79,61,61,0.320947,DEPRESSED
126,77,64,64,0.384667,SAD
115,81,64,64,0.326726,HAPPY
129,77,61,61,0.32564,DEPRESSED
135,82,82,82,0.392589043,STRESSED
118,81,74,74,0.338951,HAPPY
120,80,73,73,0.322799,HAPPY
120,79,64,64,0.320301,DEPRESSED
135,88,80,80,0.397,STRESSED
159,90,107,107,0.389463,ANGRY
118,78,69,69,0.33383,HAPPY
139,85,82,82,0.414217,STRESSED
120,82,61,61,0.323213,DEPRESSED
172,98,97,97,0.36249,ANGRY
121,79,72,72,0.327696,HAPPY
120,82,64,64,0.320187,DEPRESSED
138,80,82,82,0.401445,STRESSED
146,91,95,95,0.375594,ANGRY
128,78,63,63,0.343674,DEPRESSED
146,97,90,90,0.359953,ANGRY
125,77,65,65,0.331612,DEPRESSED
116,80,64,64,0.339465628,HAPPY
115,78,70,70,0.337845,HAPPY
120,79,70,70,0.38563,SAD
119,78,58,58,0.32577476,HAPPY
146,86,107,107,0.366636,ANGRY
119,81,63,63,0.324325012,HAPPY
131,89,81,81,0.415808,STRESSED
160,90,88,88,0.375684,ANGRY
170,90,93,93,0.35647,ANGRY
135,89,80,80,0.411556142,STRESSED
124,78,62,62,0.391127,SAD
129,79,67,67,0.321037,DEPRESSED
121,80,57,57,0.33835,HAPPY
116,81,68,68,0.337864,HAPPY
151,96,113,113,0.35705,ANGRY
128,82,61,61,0.328507,DEPRESSED
146,92,106,106,0.379642,ANGRY
116,81,68,68,0.334676803,HAPPY
122,78,63,63,0.375593,SAD
120,78,64,64,0.332637,HAPPY
127,80,60,60,0.336737,DEPRESSED
116,80,63,63,0.329881,HAPPY
152,87,100,100,0.381816,ANGRY
128,80,68,68,0.392425,SAD
134,89,87,87,0.418141,STRESSED
124,81,65,65,0.337767,DEPRESSED
122,79,67,67,0.372291,SAD
116,80,64,64,0.322333,HAPPY
124,81,70,70,0.398016,SAD
121,81,67,67,0.335332698,HAPPY
122,79,64,64,0.321167,DEPRESSED
116,78,69,69,0.336366,HAPPY
119,81,58,58,0.337228,HAPPY
137,86,81,81,0.408808,STRESSED
170,96,103,103,0.385374,ANGRY
121,78,62,62,0.323985,DEPRESSED
120,81,64,64,0.328469,HAPPY
132,82,86,86,0.415778898,STRESSED
127,80,65,65,0.393057,SAD
117,80,66,66,0.326162906,HAPPY
135,83,82,82,0.408564,STRESSED
155,95,97,97,0.399039,ANGRY
173,91,94,94,0.384993,ANGRY
120,81,65,65,0.334080184,HAPPY
117,81,74,74,0.339278,HAPPY
163,94,103,103,0.364838,ANGRY
120,79,58,58,0.325857,HAPPY
145,85,97,97,0.373184,ANGRY
160,94,99,99,0.390731,ANGRY
115,81,59,59,0.330037,HAPPY
166,95,97,97,0.384399,ANGRY
130,83,83,83,0.410189,STRESSED
130,83,83,83,0.40394,STRESSED
129,80,70,70,0.385047,SAD
179,97,115,115,0.381538,ANGRY
134,88,86,86,0.418316,STRESSED
155,94,95,95,0.351692,ANGRY
128,79,64,64,0.384681,SAD
156,87,94,94,0.354948,ANGRY
139,83,82,82,0.395925252,STRESSED
130,78,68,68,0.386748,SAD
129,80,64,64,0.301902,DEPRESSED
121,78,60,60,0.322914,HAPPY
119,81,64,64,0.320792,HAPPY
133,86,84,84,0.397706,STRESSED
128,79,70,70,0.399688,SAD
119,81,64,64,0.323096792,HAPPY
117,78,57,57,0.334030561,HAPPY
120,78,71,71,0.325302,HAPPY
129,77,67,67,0.305204,DEPRESSED
136,84,79,79,0.397585,STRESSED
169,97,102,102,0.386744,ANGRY
167,95,100,100,0.394589,ANGRY
115,80,72,72,0.326173,HAPPY
126,82,65,65,0.336796,DEPRESSED
116,78,74,74,0.320322,HAPPY
125,78,61,61,0.316641,DEPRESSED
152,91,105,105,0.372794,ANGRY
167,86,90,90,0.383618,ANGRY
138,84,82,82,0.409799,STRESSED
123,80,61,61,0.342367,DEPRESSED
176,97,112,112,0.385834,ANGRY
119,80,64,64,0.33419,HAPPY
119,80,73,73,0.33417,HAPPY
127,81,66,66,0.34983,DEPRESSED
143,99,107,107,0.352366,ANGRY
116,81,62,62,0.326697937,HAPPY
170,88,88,88,0.393658,ANGRY
116,79,72,72,0.321515,HAPPY
121,79,58,58,0.322037,HAPPY
120,82,63,63,0.318083,DEPRESSED
139,84,86,86,0.417209,STRESSED
137,86,87,87,0.395773,STRESSED
143,96,114,114,0.361984,ANGRY
139,84,85,85,0.406747036,STRESSED
119,78,67,67,0.329659,HAPPY
117,79,58,58,0.329834192,HAPPY
116,78,64,64,0.323592,HAPPY
140,86,87,87,0.403138,STRESSED
123,80,67,67,0.335728,DEPRESSED
116,80,70,70,0.33973,HAPPY
127,80,69,69,0.374181,SAD
121,80,64,64,0.33961,HAPPY
117,78,74,74,0.32972,HAPPY
132,87,86,86,0.410662438,STRESSED
130,78,61,61,0.394765,SAD
135,84,80,80,0.392189,STRESSED
125,79,71,71,0.389978,SAD
135,83,80,80,0.408237178,STRESSED
142,88,96,96,0.356892,ANGRY
128,79,67,67,0.328566,DEPRESSED
137,87,86,86,0.408532,STRESSED
119,80,67,67,0.338239,HAPPY
139,81,84,84,0.41223,STRESSED
120,78,57,57,0.335202587,HAPPY
134,83,86,86,0.402064,STRESSED
121,79,65,65,0.338134,HAPPY
120,81,57,57,0.330023043,HAPPY
133,89,86,86,0.409989,STRESSED
138,87,87,87,0.392429,STRESSED
128,79,68,68,0.307899,DEPRESSED
122,82,63,63,0.318681,DEPRESSED
131,83,84,84,0.412702743,STRESSED
129,80,63,63,0.394818,SAD
133,82,79,79,0.393978,STRESSED
134,80,86,86,0.409302943,STRESSED
149,96,108,108,0.380213,ANGRY
122,81,62,62,0.334924,DEPRESSED
122,81,63,63,0.347848,DEPRESSED
136,89,83,83,0.393299,STRESSED
121,79,61,61,0.321506,HAPPY
117,79,58,58,0.326996097,HAPPY
125,77,69,69,0.387002,SAD
129,82,62,62,0.328899,DEPRESSED
147,93,88,88,0.352456,ANGRY
119,81,61,61,0.336918,HAPPY
120,80,65,65,0.390879,SAD
152,93,100,100,0.381689,ANGRY
127,81,61,61,0.318785,DEPRESSED
137,89,85,85,0.393076233,STRESSED
124,81,68,68,0.322996,DEPRESSED
140,84,84,84,0.390487235,STRESSED
133,80,81,81,0.414277,STRESSED
127,80,64,64,0.39586,SAD
119,78,65,65,0.332166463,HAPPY
127,78,67,67,0.312259,DEPRESSED
119,81,57,57,0.336208,HAPPY
138,88,81,81,0.40974,STRESSED
121,78,60,60,0.371548,SAD
136,86,79,79,0.411274,STRESSED
135,84,86,86,0.397660777,STRESSED
120,81,62,62,0.333839,HAPPY
116,80,59,59,0.337862,HAPPY
146,93,105,105,0.371487,ANGRY
161,92,110,110,0.361649,ANGRY
119,81,71,71,0.324209,HAPPY
137,85,83,83,0.392572712,STRESSED
119,79,57,57,0.332321377,HAPPY
121,77,63,63,0.377731,SAD
118,79,60,60,0.32911,HAPPY
167,96,97,97,0.37616,ANGRY
115,78,65,65,0.328514361,HAPPY
138,85,81,81,0.40307745,STRESSED
127,77,62,62,0.379436,SAD
123,77,72,72,0.393009,SAD
120,78,65,65,0.321973,HAPPY
139,82,84,84,0.396273459,STRESSED
144,95,104,104,0.372779,ANGRY
126,82,65,65,0.349341,DEPRESSED
133,87,85,85,0.392579,STRESSED
121,79,59,59,0.334672,HAPPY
122,80,62,62,0.347109,DEPRESSED
133,83,87,87,0.394127213,STRESSED
117,79,73,73,0.326987,HAPPY
140,83,80,80,0.408637442,STRESSED
128,78,63,63,0.33933,DEPRESSED
175,98,100,100,0.399382,ANGRY
119,80,60,60,0.327916,HAPPY
122,81,62,62,0.34624,DEPRESSED
125,81,62,62,0.347138,DEPRESSED
131,88,85,85,0.399415,STRESSED
135,82,82,82,0.391131,STRESSED
120,79,57,57,0.326686,HAPPY
124,81,69,69,0.370426,SAD
116,79,72,72,0.335906627,HAPPY
116,79,73,73,0.330335,HAPPY
121,79,68,68,0.338964864,HAPPY
132,83,81,81,0.409746,STRESSED
131,85,87,87,0.400289,STRESSED
138,89,85,85,0.394805035,STRESSED
118,78,72,72,0.326926,HAPPY
139,82,85,85,0.395509,STRESSED
129,82,66,66,0.342974,DEPRESSED
116,78,64,64,0.3252,HAPPY
134,85,79,79,0.391743641,STRESSED
116,78,68,68,0.33883,HAPPY
120,80,67,67,0.338496,HAPPY
118,81,63,63,0.330302,HAPPY
134,87,87,87,0.396869361,STRESSED
134,86,86,86,0.396167789,STRESSED
137,89,83,83,0.393880314,STRESSED
139,85,79,79,0.418781,STRESSED
150,92,104,104,0.379673,ANGRY
168,98,106,106,0.360021,ANGRY
180,96,92,92,0.359653,ANGRY
153,90,97,97,0.366381,ANGRY
158,100,97,97,0.364804,ANGRY
148,93,95,95,0.365451,ANGRY
121,82,60,60,0.321924,DEPRESSED
116,80,72,72,0.323663,HAPPY
129,77,60,60,0.388272,SAD
121,79,71,71,0.333629,HAPPY
150,100,102,102,0.358315,ANGRY
123,81,68,68,0.397397,SAD
124,77,62,62,0.382159,SAD
116,80,62,62,0.333782904,HAPPY
126,79,60,60,0.395678,SAD
130,78,70,70,0.377118,SAD
176,99,87,87,0.380162,ANGRY
126,82,65,65,0.347839,DEPRESSED
130,84,83,83,0.41024078,STRESSED
125,81,67,67,0.382164,SAD
123,77,61,61,0.331604,DEPRESSED
177,99,102,102,0.390522,ANGRY
119,79,58,58,0.325335,HAPPY
173,86,88,88,0.370352,ANGRY
116,79,57,57,0.333298,HAPPY
132,86,85,85,0.393266,STRESSED
140,87,81,81,0.412175,STRESSED
125,78,67,67,0.394207,SAD
125,77,60,60,0.38989,SAD
115,79,73,73,0.334655,HAPPY
165,89,115,115,0.380295,ANGRY
134,83,79,79,0.400405653,STRESSED
152,96,93,93,0.38567,ANGRY
163,94,88,88,0.351455,ANGRY
130,89,81,81,0.404197,STRESSED
115,78,69,69,0.332086,HAPPY
134,89,84,84,0.411425,STRESSED
154,97,100,100,0.378161,ANGRY
131,82,86,86,0.403360487,STRESSED
120,80,60,60,0.38371,SAD
119,81,66,66,0.334404,HAPPY
123,77,67,67,0.310735,DEPRESSED
118,78,73,73,0.320994,HAPPY
133,81,78,78,0.390966135,STRESSED
123,77,61,61,0.387623,SAD
116,78,71,71,0.335597,HAPPY
115,79,73,73,0.323673,HAPPY
118,78,58,58,0.321306861,HAPPY
122,80,60,60,0.386585,SAD
171,91,103,103,0.380671,ANGRY
119,80,57,57,0.320911802,HAPPY
126,79,66,66,0.391506,SAD
121,78,64,64,0.303407,DEPRESSED
130,77,69,69,0.386943,SAD
124,81,63,63,0.309197,DEPRESSED
121,82,61,61,0.319375,DEPRESSED
156,96,100,100,0.377412,ANGRY
140,87,81,81,0.395636,STRESSED
120,81,63,63,0.326723,HAPPY
132,89,87,87,0.396503552,STRESSED
121,79,68,68,0.338145,DEPRESSED
115,79,62,62,0.332493,HAPPY
139,81,78,78,0.415749,STRESSED
140,82,80,80,0.406305574,STRESSED
121,79,64,64,0.330143,DEPRESSED
138,81,81,81,0.40704135,STRESSED
116,78,62,62,0.335939,HAPPY
122,77,72,72,0.37901,SAD
127,81,66,66,0.328049,DEPRESSED
139,87,79,79,0.407824,STRESSED
120,78,73,73,0.325555,HAPPY
175,98,106,106,0.383046,ANGRY
120,80,71,71,0.329271896,HAPPY
136,82,78,78,0.407106,STRESSED
120,79,72,72,0.329872899,HAPPY
122,77,68,68,0.314,DEPRESSED
118,81,65,65,0.321907,HAPPY
122,78,62,62,0.302611,DEPRESSED
121,81,65,65,0.375406,SAD
123,81,71,71,0.385533,SAD
118,80,58,58,0.33079,HAPPY
119,78,60,60,0.330970806,HAPPY
139,81,85,85,0.390945,STRESSED
138,86,81,81,0.419190529,STRESSED
116,81,64,64,0.32833838,HAPPY
129,82,62,62,0.335869,DEPRESSED
120,79,61,61,0.328159,HAPPY
121,81,59,59,0.325876515,HAPPY
122,80,71,71,0.371804,SAD
137,85,87,87,0.394827,STRESSED
175,92,96,96,0.371585,ANGRY
121,80,70,70,0.332156761,HAPPY
118,81,74,74,0.330229282,HAPPY
126,78,60,60,0.388459,SAD
120,81,67,67,0.32899,HAPPY
116,78,73,73,0.334265,HAPPY
168,90,90,90,0.369623,ANGRY
130,89,84,84,0.399287,STRESSED
134,87,81,81,0.406732524,STRESSED
135,84,86,86,0.391188,STRESSED
129,81,62,62,0.323892,DEPRESSED
166,92,101,101,0.357557,ANGRY
115,78,74,74,0.327464,HAPPY
136,86,84,84,0.391978,STRESSED
117,80,59,59,0.339332,HAPPY
120,79,58,58,0.323851,HAPPY
115,80,65,65,0.327404,HAPPY
133,87,87,87,0.402015657,STRESSED
140,89,78,78,0.395987,STRESSED
127,77,64,64,0.395538,SAD
129,78,62,62,0.388971,SAD
157,98,100,100,0.352256,ANGRY
122,78,62,62,0.384975,SAD
130,81,68,68,0.389796,SAD
119,78,65,65,0.326218866,HAPPY
119,78,64,64,0.326733,HAPPY
120,81,71,71,0.397976,SAD
115,80,70,70,0.323425353,HAPPY
124,80,61,61,0.343326,DEPRESSED
117,78,66,66,0.336909,HAPPY
138,80,80,80,0.407190357,STRESSED
127,79,61,61,0.346778,DEPRESSED
140,99,97,97,0.399697,ANGRY
165,95,89,89,0.384286,ANGRY
118,78,70,70,0.328177882,HAPPY
121,81,60,60,0.322491,DEPRESSED
124,77,70,70,0.371032,SAD
136,84,84,84,0.419193209,STRESSED
164,90,114,114,0.362554,ANGRY
122,82,68,68,0.347335,DEPRESSED
140,87,84,84,0.394172851,STRESSED
127,77,65,65,0.392459,SAD
162,96,103,103,0.370205,ANGRY
126,82,63,63,0.325532,DEPRESSED
121,81,62,62,0.329327,HAPPY
135,89,80,80,0.391203044,STRESSED
153,92,97,97,0.383552,ANGRY
130,80,70,70,0.381341,SAD
130,79,63,63,0.396984,SAD
131,88,78,78,0.414036,STRESSED
116,79,68,68,0.320392,HAPPY
117,79,70,70,0.328026,HAPPY
116,78,74,74,0.339402,HAPPY
125,80,67,67,0.343649,DEPRESSED
167,86,100,100,0.372711,ANGRY
136,82,81,81,0.39816556,STRESSED
138,80,81,81,0.390839,STRESSED
126,81,67,67,0.381686,SAD
115,81,70,70,0.334606,HAPPY
115,78,60,60,0.323383452,HAPPY
127,80,64,64,0.300415,DEPRESSED
120,78,61,61,0.33274,HAPPY
126,82,68,68,0.305842,DEPRESSED
117,78,64,64,0.322321,HAPPY
120,79,71,71,0.395862,SAD
164,98,85,85,0.361759,ANGRY
129,78,64,64,0.337267,DEPRESSED
137,85,80,80,0.408922,STRESSED
127,80,71,71,0.373188,SAD
165,97,104,104,0.361902,ANGRY
136,83,87,87,0.39934,STRESSED
128,79,62,62,0.391167,SAD
127,82,66,66,0.315447,DEPRESSED
115,81,68,68,0.332199,HAPPY
118,79,68,68,0.328042,HAPPY
133,82,85,85,0.415228,STRESSED
166,99,82,82,0.39181,ANGRY
134,83,87,87,0.392381852,STRESSED
126,81,64,64,0.393445,SAD
120,81,71,71,0.33309,HAPPY
119,80,69,69,0.330443216,HAPPY
130,79,66,66,0.372715,SAD
116,79,62,62,0.339725,HAPPY
117,80,71,71,0.321153,HAPPY
135,80,87,87,0.39814021,STRESSED
120,77,62,62,0.374452,SAD
135,88,79,79,0.40424,STRESSED
125,77,69,69,0.387595,SAD
118,80,59,59,0.322936,HAPPY
149,100,114,114,0.375894,ANGRY
160,88,105,105,0.390122,ANGRY
120,78,66,66,0.338525,HAPPY
140,80,83,83,0.409094031,STRESSED
138,89,78,78,0.391153,STRESSED
131,82,85,85,0.417852453,STRESSED
156,86,108,108,0.398608,ANGRY
135,81,80,80,0.40495,STRESSED
124,78,66,66,0.329845,DEPRESSED
146,90,101,101,0.383845,ANGRY
115,78,63,63,0.335249,HAPPY
167,88,96,96,0.384785,ANGRY
117,78,71,71,0.336449587,HAPPY
128,81,61,61,0.345083,DEPRESSED
120,79,69,69,0.397842,SAD
137,81,86,86,0.393474,STRESSED
142,96,108,108,0.393069,ANGRY
116,78,60,60,0.327621,HAPPY
133,89,80,80,0.393017854,STRESSED
120,80,58,58,0.328388,HAPPY
169,86,96,96,0.3817,ANGRY
116,78,60,60,0.337097135,HAPPY
139,84,84,84,0.411397,STRESSED
180,89,86,86,0.388641,ANGRY
138,82,83,83,0.403313,STRESSED
120,78,68,68,0.33836902,HAPPY
118,81,59,59,0.32627594,HAPPY
120,78,61,61,0.329953,DEPRESSED
162,86,113,113,0.362874,ANGRY
123,79,67,67,0.314334,DEPRESSED
139,86,78,78,0.394333,STRESSED
129,82,61,61,0.348628,DEPRESSED
115,79,66,66,0.320563,HAPPY
126,80,71,71,0.385425,SAD
121,80,74,74,0.328863,HAPPY
122,79,65,65,0.344193,DEPRESSED
120,81,60,60,0.374259,SAD
140,84,79,79,0.41483992,STRESSED
128,81,62,62,0.391352,SAD
121,80,66,66,0.320104,HAPPY
115,81,67,67,0.332276378,HAPPY
118,79,64,64,0.339463,HAPPY
126,78,68,68,0.326988,DEPRESSED
137,80,86,86,0.391177,STRESSED
115,78,64,64,0.326016,HAPPY
130,86,86,86,0.413574,STRESSED
120,80,67,67,0.383884,SAD
134,80,82,82,0.391366,STRESSED
123,80,63,63,0.349776,DEPRESSED
156,98,107,107,0.392598,ANGRY
126,79,66,66,0.340599,DEPRESSED
128,79,68,68,0.391179,SAD
120,78,58,58,0.333176876,HAPPY
132,80,83,83,0.410058657,STRESSED
144,94,103,103,0.353848,ANGRY
137,88,83,83,0.414085803,STRESSED
122,79,61,61,0.317475,DEPRESSED
121,82,61,61,0.302436,DEPRESSED
124,77,61,61,0.373501,SAD
127,77,61,61,0.393319,SAD
118,81,62,62,0.336333,HAPPY
137,83,78,78,0.4063,STRESSED
125,81,63,63,0.375302,SAD
127,78,61,61,0.328248,DEPRESSED
118,81,68,68,0.339734,HAPPY
131,80,81,81,0.403401,STRESSED
120,81,74,74,0.326258,HAPPY
134,89,81,81,0.397173,STRESSED
121,81,62,62,0.338459303,HAPPY
157,100,104,104,0.388814,ANGRY
120,79,69,69,0.379883,SAD
149,96,83,83,0.378472,ANGRY
130,81,60,60,0.393564,SAD
125,81,72,72,0.393351,SAD
116,78,64,64,0.332364851,HAPPY
138,86,80,80,0.401325,STRESSED
115,81,66,66,0.339348,HAPPY
131,83,87,87,0.406814541,STRESSED
127,82,66,66,0.330656,DEPRESSED
124,79,69,69,0.381982,SAD
159,94,95,95,0.357439,ANGRY
129,78,65,65,0.387648,SAD
124,81,60,60,0.39852,SAD
115,79,72,72,0.331432973,HAPPY
119,81,67,67,0.323562,HAPPY
130,81,78,78,0.39938,STRESSED
126,81,66,66,0.333367,DEPRESSED
143,94,108,108,0.358169,ANGRY
126,80,60,60,0.398828,SAD
177,99,115,115,0.362058,ANGRY
134,82,84,84,0.415105,STRESSED
128,81,68,68,0.375899,SAD
138,88,82,82,0.411224526,STRESSED
173,99,114,114,0.393291,ANGRY
117,81,70,70,0.320379,HAPPY
138,85,87,87,0.418579,STRESSED
161,88,112,112,0.386696,ANGRY
158,100,83,83,0.35576,ANGRY
178,87,114,114,0.391109,ANGRY
137,89,87,87,0.398006,STRESSED
116,79,72,72,0.336087,HAPPY
169,87,110,110,0.368685,ANGRY
127,77,66,66,0.389682,SAD
131,86,86,86,0.401089878,STRESSED
125,77,65,65,0.383815,SAD
135,81,82,82,0.396154168,STRESSED
140,83,84,84,0.406632,STRESSED
120,78,65,65,0.315442,DEPRESSED
127,81,63,63,0.303577,DEPRESSED
127,78,63,63,0.305285,DEPRESSED
117,79,65,65,0.331148,HAPPY
152,88,95,95,0.393898,ANGRY
126,78,63,63,0.382062,SAD
120,78,61,61,0.377997,SAD
140,83,79,79,0.399411,STRESSED
137,83,82,82,0.403622244,STRESSED
138,88,84,84,0.398887,STRESSED
135,85,80,80,0.391926,STRESSED
115,79,74,74,0.330883,HAPPY
126,81,68,68,0.380503,SAD
149,87,100,100,0.370896,ANGRY
117,81,60,60,0.338292174,HAPPY
121,79,73,73,0.329406754,HAPPY
115,80,58,58,0.338578,HAPPY
120,80,71,71,0.335473874,HAPPY
173,91,110,110,0.387056,ANGRY
149,97,101,101,0.389478,ANGRY
168,85,105,105,0.388762,ANGRY
127,78,67,67,0.336576,DEPRESSED
124,79,66,66,0.372037,SAD
116,81,61,61,0.335435,HAPPY
128,78,60,60,0.325857,DEPRESSED
133,84,83,83,0.404389942,STRESSED
116,80,63,63,0.32910423,HAPPY
131,81,83,83,0.416562,STRESSED
120,79,63,63,0.304804,DEPRESSED
169,97,86,86,0.374756,ANGRY
136,86,80,80,0.397852,STRESSED
125,79,60,60,0.378911,SAD
120,79,64,64,0.395495,SAD
127,81,64,64,0.392762,SAD
118,81,70,70,0.336878,HAPPY
115,78,57,57,0.330285794,HAPPY
127,82,62,62,0.330688,DEPRESSED
116,79,66,66,0.334933866,HAPPY
174,98,93,93,0.39371,ANGRY
140,81,82,82,0.408259,STRESSED
129,79,63,63,0.309377,DEPRESSED
166,99,94,94,0.373433,ANGRY
133,84,80,80,0.39136,STRESSED
118,80,72,72,0.330514,HAPPY
116,81,73,73,0.320624,HAPPY
116,79,68,68,0.326473087,HAPPY
117,79,64,64,0.323117,HAPPY
127,81,67,67,0.303152,DEPRESSED
119,81,60,60,0.334413,HAPPY
115,81,73,73,0.323560907,HAPPY
156,95,87,87,0.38322,ANGRY
126,79,65,65,0.303245,DEPRESSED
130,84,86,86,0.414760835,STRESSED
138,89,85,85,0.413416127,STRESSED
121,82,63,63,0.333468,DEPRESSED
133,84,80,80,0.40342144,STRESSED
118,78,66,66,0.339807,HAPPY
127,78,63,63,0.349477,DEPRESSED
124,79,60,60,0.318779,DEPRESSED
116,80,64,64,0.32991389,HAPPY
147,88,100,100,0.39958,ANGRY
122,77,67,67,0.333129,DEPRESSED
123,82,68,68,0.339569,DEPRESSED
120,79,64,64,0.325704,HAPPY
133,84,87,87,0.392909,STRESSED
140,85,82,82,0.41475,STRESSED
131,80,82,82,0.414758,STRESSED
126,82,65,65,0.307804,DEPRESSED
119,81,66,66,0.335241,HAPPY
135,89,87,87,0.417459724,STRESSED
169,89,106,106,0.392702,ANGRY
124,82,60,60,0.300621,DEPRESSED
138,82,79,79,0.407927,STRESSED
123,77,67,67,0.37992,SAD
115,80,62,62,0.332668,HAPPY
166,86,112,112,0.389113,ANGRY
180,94,111,111,0.387411,ANGRY
123,80,61,61,0.330341,DEPRESSED
120,81,57,57,0.338819501,HAPPY
118,81,59,59,0.330082283,HAPPY
131,86,80,80,0.417016,STRESSED
